,Content
124,"- Se eu defender menos transparência nas eleições, financiar ditaduras comunistas na América Latina, manter diálogos cabulosos com o narcotráfico e tentar controlar a mídia, serei chamado de democrata? Ou na verdade isso não depende do que se diz, mas de que lado você está?"
125,"- CARTA DE MANIFESTO EM FAVOR DA DEMOCRACIA

""Por meio desta, manifesto que sou a favor da democracia.""

Assinado: Jair Messias Bolsonaro, Presidente da República Federativa do Brasil."
126,"- 28/07, dia do Agricultor. Nossa consideração àqueles que trabalham pesado para colocar comida na mesa dos brasileiros, que não param nem em tempos de crise, que vêm nos ajudando a alimentar o mundo e a recuperar nossa economia. O Brasil deve muito a vocês!"
127,"- Assim como um agricultor não gera os frutos, mas cuida do solo para que seja fértil e produtivo, um Presidente não cria empregos, mas trabalha para tornar o ambiente fértil e favorável para a iniciativa privada, que é quem realmente gera. É exatamente isso que estamos fazendo."
128,- AGRICULTURA FAMILIAR: Selo é dado aos produtores de biodiesel do Brasil que compram matéria-prima dos agricultores familiares e garante redução em alíquotas de impostos.
129,"- Em mais uma demonstração de que a narrativa sobre o isolamento internacional do Brasil é falsa, os EUA anunciaram a revogação de medidas restritivas contra a importação do aço brasileiro. A revogação é exclusiva para o Brasil e as restrições seguirão valendo para outros países."
130,"Somos um só povo, uma só nação. Entre nós não há essa ou aquela cor; não há esse ou aquele sexo; não há essa ou aquela classe social. Entre nós há brasileiros, que temem a Deus, que defendem a nossa Pátria amada chamada Brasil, que respeitam a família e que amam a liberdade!"
131,"- Teto do financiamento para o curso de medicina aumentou em mais de 20%, em 2022.
 
- Os cursos da área receberam um implemento de 22,8% e passarão do atual valor, R$ 42.983,70, para R$ 52.805,66. O teto do financiamento dos demais cursos permanece no valor de R$ 42.983,70."
132,"- A sétima rodada de concessões de aeroportos está chegando e serão mais infraestrutura, desenvolvimento regional e empregos diretos e indiretos, trazendo modernização do setor nos próximos anos para a aviação regional

- Serão leiloados 15 aeroportos, agrupados em 3 blocos:"
133,"- Além do recorde histórico de mais de 360.000 títulos de propriedade de terra entregues pelo Brasil, a regularização traz a possibilidade de entrada do agricultor nos programas do Governo Federal para desenvolvimento de produção e renda."
134,"- Divergir é discordar de perspectivas, partindo do princípio de que desejamos a mesma coisa. Ser considerado antagônico de um corrupto condenado, responsável pelo maior esquema de assalto da história do país, cuja conta o povo está pagando até hoje, pra mim é motivo de orgulho!"
135,"- Concluímos ontem as negociações do Acordo Mercosul-Singapura, 6° maior destino de nossas exportações e uma das economias mais dinâmicas do mundo. O acordo deve atrair mais de R$11 BILHÕES em investimentos no Brasil e um aumento de R$28 BILHÕES no nosso PIB nas próximas décadas."
136,"- Então militantes e parlamentares de esquerda, como suprademocráticos que são, estavam adquirindo ingressos do nosso evento, que ocorrerá dia 24 no Rio de Janeiro, para não comparecer e esvaziá-lo? Será que é isso que estão fazendo nos atos públicos do descondenado? Kkkkkkk 👍."
137,"- Em 2018, o apontado de Lula venceu disparado nos presídios; Em 2019, um líder do ₱₵₵ reclamou de nossa postura para com o grupo e disse que com o ᕵᖶ o diálogo era bem melhor. Não sou eu, mas o próprio crime organizado que demonstra tê-lo como aliado e a mim como inimigo."
138,"- A nova redução do preço do etanol hidratado (álcool) nos postos de combustíveis se deve, em grande parte, à Lei 14.292/2022 que permitiu a venda direta das usinas aos postos de combustíveis, eliminando-se a intermediação das distribuidoras."
139,"-Mais uma rodada de diminuição de impostos!

-Imposto zerado ou reduzido para 2% a 6,5% de 13 produtos.

-Um dos pleitos aprovados pela Camex zera as alíquotas de importação para medicamentos contendo olaparibe, utilizados no tratamento de cânceres de mama, ovário e próstata."
140,"- Petrobrás reduz o preço da gasolina:

- A partir de amanhã, 20/julho, o preço médio da gasolina para as distribuidoras passa de R$ 4,06 para R$ 3,86 por litro.

- A redução é de 5,18%. Brevemente o Brasil terá uma das ""gasolina"" mais barata do mundo."
141,"-Após histórica sanção do Marco do Saneamento Básico, ampliando em mais de 1000% o investimento em saneamento , o Governo Federal finaliza diagnóstico que permite mapear as infraestruturas de saneamento das cidades e direcionar as políticas públicas para os locais + deficitários."
142,"- Maior apreensão de drogas já feita no Rio Grande do Norte é resultado de ações integradas da Polícia Federal com as Forças de Segurança locais.

- Foram apreendidas 5,15 toneladas de cocaína, significando uma perda de mais de R$ 700 milhões, vidas e famílias salvas."
143,"- Repito: qualquer iniciativa para taxar compras por aplicativos como Shopee, AliExpress, Shein, etc., não contará com minha assinatura. Fraudes existem em muitos serviços e a solução é aperfeiçoar a fiscalização, não aumentar taxas. Nossa política é de reduzir impostos!"
144,"- É absurdo querer proibir o uso da bandeira do Brasil sob justificativa eleitoral. Não tenho culpa se resgatamos os valores e símbolos nacionais que a esquerda abandonou para dar lugar a bandeiras vermelhas, a internacional socialista e pautas como aborto e liberação de drogas."
145,"- REDUÇÃO NA CONTA DE ENERGIA PODE CHEGAR A 19%.

. Após sanção da Lei do teto de 18% para as alíquotas de ICMS na energia;

.A capitalização da Eletrobras, que destinou R$ 5 bi para modicidade tarifária em 2022;

.A devolução integral aos consumidores de créditos tributários;"
146,"- As autorizações ferroviárias já estão transformando a logística brasileira de transporte, ampliando a malha de ferrovias em todo o país!

- O Governo Federal está revolucionando a utilização de ferrovias pelo Brasil, processo abandonado há décadas por governantes anteriores."
147,"- É extremamente lamentável que a nossa Constituição não permita sequer que o maldito estuprador que abusou de uma paciente grávida anestesiada no RJ apodreça para sempre na cadeia, sem nenhum tipo de privilégio. Direitos humanos é para a vítima, esse vagabundo que se exploda!"
148,- O incrível caso do governo que estimula a violência reduzindo-a para o menor índice em 10 anos. A sede pelo poder está levando militantes travestidos de jornalistas a uma fase inédita: brigar com números.
149,"- Estreitamento de laços entre Governo Federal e Emirados Árabes gera mais frutos: procura por startups brasileiras.

- O programa busca startups com projetos ligados a energia, água, design, arquitetura, transporte e logística, análise ambiental ou economia sustentável."
150,"- Independente das apurações, republico essa mensagem de 2018:

Dispensamos qualquer tipo de apoio de quem pratica violência contra opositores. A esse tipo de gente, peço que por coerência mude de lado e apoie a esquerda, que acumula um histórico inegável de episódios violentos."
151,"- Brasil registra mais de 1,3 milhão novas empresas em quatro meses.

- As micro e pequenas empresas (MPEs) representam 99% do total das empresas brasileiras, são responsáveis por 62% dos empregos e por 27% do Produto Interno Bruto (PIB)."
152,"- O Governo Federal facilita a prova de vida para aposentados e pensionistas.
- Fica isento de fazer a prova anual de vida o idoso que obtiver:

- Comprovante de votação;
- Emissão de carteira de identidade;
- Emissão de CNH;
- Emissão de passaporte;
- Consulta no SUS…"
153,"- Recebo com extrema indignação e pesar a notícia da morte de @AbeShinzo , líder brilhante e que foi um grande amigo do Brasil. Estendo à família de Abe, bem como aos nossos irmãos japoneses, a minha solidariedade e o desejo de que Deus cuide de suas almas neste momento de dor."
154,"- Incapazes de negar as soluções buscadas e alcançadas por nós contra os impactos do fecha tudo irracional e da guerra, a narrativa agora é de que houve descaso e atraso nas ações, mesmo tendo sido nós OS ÚNICOS a alertar sobre esses problemas e OS PRIMEIROS a tomar providências."
155,"-Algumas realizações do Governo Federal nos últimos anos:

-Compartilhe a verdade!

01) Redução recorde de homicídios e crimes violentos;

02) Apreensão recorde de drogas;

03) Maior programa de privatização da história (R$402 bi em privatizações, concessões e desestatizações);"
156,"- Se nada fosse feito para aliviar os brasileiros dos impactos do ""fica em casa que a economia vê depois"" e da guerra, a esquerda e a imprensa reclamariam de omissão. Como estamos fazendo, reclamam de eleitoreiro. É simples: quanto pior for para o povo, melhor para se promoverem."
157,"- Manifesto meus sentimentos e votos de pesar ao jornalista José Maria Trindade pela perda precoce de seu filho. Como pai, não posso nem imaginar a dor dessa perda. Só peço a Deus acolha a alma do jovem José Vitor em seus braços e dê força a todos os familiares e amigos."
158,"- Mais 9 REDUÇÕES permanentes de tributos:

1.Fim do imposto federal do gás liquefeito de petróleo (GLP) / gás de cozinha.

2.Redução 25% IPI;

3.Redução ICMS combustível, energia, telefonia e internet para 17%.

4.Redução DPVAT;

5.Fim gradual IOF câmbio;"
159,"-Sancionada lei que cria o Sistema Eletrônico de Registros Públicos:

-O Sistema Eletrônico de Registros Públicos (Serp) moderniza os serviços de cartórios de registros públicos e traz impactos na redução da burocracia e na melhoria do ambiente de negócios do país."
160,"- Não há dúvidas de que o crime tem Lula como aliado e a mim como inimigo, o que muito me orgulha. Com ele eram diálogos cabulosos. Comigo são recordes de apreensão de drogas e prejuízos às facções. Ele quer esses ""jovens"" soltos.  Eu quero que esses bandidos apodreçam na cadeia."
161,"- É uma boa forma de distrair inocentes a esquerda me rotular falsamente de misógino enquanto está de mãos dadas com o narcotráfico, que objetifica, escraviza, espanca, tortura, queima, mata e esquarteja mulheres, muitas vezes filmando para servir de exemplo para as outras."
162,".AGRICULTURA FAMILIAR E GRANDE PRODUTOR GARANTEM SEGURANÇA ALIMENTAR NO 🇧🇷 E NO MUNDO E RECEBEM MAIS APOIO DO @govbr :

.R$340,88 BILHÕES p/ apoiar a produção agropecuária nacional até 06/2023. Aumento de 36% em relação ao Plano Safra anterior! É o plano mais robusto da história."
163,"-FERROVIAS NO BRASIL:

-Avançam as obras do trecho II da Ferrovia de Integração Oeste Leste! A FIOL II conta com 100 km de novos trilhos. O lote 5 está com 65% dos serviços executados e o lote 7 tem 70,6%. São mil empregos gerados diretamente. @govbr"
164,"- @govbr defendeu as vidas dos trabalhadores e os empregos dos brasileiros durante e pós-pandemia:

-R$ 660,7 bilhões usados no combate à covid-19;

-Total de R$ 375 bilhões em repasses para estados e municípios;

-R$ 60 bilhões em suspensão de dívidas dos estados e municípios;"
165,"- CHEGAMOS A MAIS UM MÊS COM ALTA DE EMPREGOS: +277 mil novos postos de trabalho em maio. Já são +4,2 milhões gerados desde o auge da pandemia. Com isso o Brasil atinge a MENOR TAXA DE DESEMPREGO EM 7 ANOS, ficando abaixo de dois dígitos pela 1a vez desde que o PT quebrou o país."
166,"- Em virtude da Lei Complementar nº 194, de 23/06/22, os Governadores começam a reduzir a alíquota do ICMS dos combustíveis em seus respectivos Estados."
167,"- O @govbr cria programa para estimular a pesquisa e uso do nióbio. (Pesquisa, empregabilidade e tecnologia)

- O Programa InovaNióbio vai focar no uso e aplicações do nióbio em óxidos, metais, ligas em materiais e produtos de alta tecnologia. @mcti"
168,"- Já são 78 requerimentos para construção e operação de ferrovias, com mais de R$ 237 bilhões em investimentos e 2,6 milhões de novos postos de trabalho diretos e indiretos; 

- Foram 70 anos de abandono e sobrecarrego do modal ferroviário;"
